,Text,Datetime,Location,Hashtags
1524,lenders billions risk steinhoff crisis deepens markets finance steinhoffscandal corruption business,17:12:09 14:09:30,"Johannesburg,South Africa","['Steinhoff', 'Markets', 'Finance', 'SteinhoffScandal', 'Corruption', 'Business']"
1525,ancgovt destroyed apprenticeship system rendered replacement fetcolleges dysfunctional allowing incompetence corruption flourish,17:12:09 13:32:06,"Cape Town, South Africa","['ANCGovt', 'FETColleges', 'corruption']"
1526,thiefinchief zuma corruption statecapture leadership 14,17:12:09 12:25:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1527,steinhoff wont unless course ancgovt wants cover inaction statecapture getting heavy corruption businesssector,17:12:09 10:50:18,"Cape Town, South Africa","['Steinhoff', 'SouthAfrica', 'ANCGovt', 'StateCapture', 'corruption', 'BusinessSector']"
1528,thiefinchief zuma corruption statecapture leadership 12,17:12:09 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1529,today lets united corruption development peace security anticorruption,17:12:09 10:30:13,"Cape Town, South Africa","['corruption', 'development', 'peace', 'security']"
1530,need understand corruption human rights civil rights issues urgent arrest required cwlive corruptioncosts wepay,17:12:09 09:35:34,"Johannesburg, South Africa","['Corruption', 'CWLive', 'CorruptionCosts', 'WePay']"
1531,freefall tipping point turning point politics corruption 11,17:12:09 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1532,mugabebillions next zimbabwe corruption,17:12:09 08:38:34,South Africa,"['MugabeBillions', 'Zimbabwe', 'Corruption']"
1533,people get rich cause corruption expense others become poorinternationalanticorruptionday nixcorruption poverty,17:12:09 08:37:17,"South Africa,Johannesburg","['corruption', 'InternationalAntiCorruptionDay', 'Nixcorruption', 'Poverty']"
1534,true corruption could hinder success sdgs risk interrogate internationalanticorruptionday,17:12:09 08:19:44,South Africa,"['corruption', 'SDGs', 'InternationalAntiCorruptionDay']"
1535,thiefinchief zuma corruption statecapture leadership 10,17:12:09 08:10:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1536,cover economist reasons itcorruption,17:12:09 07:59:58,Johannesburg,['corruption']
1537,africa china shared future world order africa china poverty growth ties growthties economy chinaandafrica corruption economy africaneconomy,17:12:09 07:19:41,South Africa,"['africa', 'china', 'southafrica', 'poverty', 'growth', 'ties', 'growthties', 'economy', 'chinaandafrica', 'corruption', 'economy', 'africaneconomy']"
1538,time someone called malicious abuse state funds corruption endsespecially light vast majority poor sufferstarve squanders multimillions wasteful fruitless expenditure,17:12:09 06:59:37,South Africa,['corruption']
1539,steinhoff makes guptas look like amateurs support form corruption,17:12:09 05:59:19,"Cape Town, South Africa","['Steinhoff', 'Guptas', 'corruption']"
1540,thiefinchief zuma corruption statecapture leadership 7,17:12:09 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1541,im poor result corporate government corruptionwe must win warinternationaanticorruptionday nixcorruption,17:12:09 05:34:24,"South Africa,Johannesburg","['corruption', 'InternationaAntiCorruptionDay', 'Nixcorruption']"
1542,freefall tipping point turning point politics corruption 6,17:12:09 04:10:02,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1543,freefall tipping point turning point politics corruption 4,17:12:09 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1544,thiefinchief zuma corruption statecapture leadership 2,17:12:09 00:55:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1545,freefall tipping point turning point politics corruption 1,17:12:08 23:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1546,thiefinchief zuma corruption statecapture leadership 0,17:12:08 22:55:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1547,thiefinchief zuma corruption statecapture leadership 22,17:12:08 20:40:12,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1548,thiefinchief zuma corruption statecapture leadership 20,17:12:08 18:40:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1549,doesnt zuma appealing court ruling clearly reveal shaunabrahams indeed bought owned zuma minions well leaders guptas zuma also seems brazenly unconcerned corrupt scenario statecapture corruption,17:12:08 18:11:50,South Africa,"['Zuma', 'ShaunAbrahams', 'Guptas', 'StateCapture', 'Corruption']"
1550,corruption country,17:12:08 17:27:36,South Africa,['CORRUPTION']
1551,say steinhoffs misfortunes corruptionfraud plain simple exposed dont white wash corruption police prosecuting big company bosses paying fines cont normal right corruption,17:12:08 17:26:07,"Cape Town, SA",['CORRUPTION']
1552,thiefinchief zuma corruption statecapture leadership 19,17:12:08 17:05:17,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1553,thiefinchief zuma corruption statecapture leadership 17,17:12:08 15:35:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1554,put public sqaure workers zar183billion stolen mainstreammedia calls accounting irregularities theft steinhoff corruption,17:12:08 15:31:54,South Africa,"['public', 'sqaure', 'SouthAfrica', 'workers', 'stolen', 'mainstreammedia', 'theft', 'steinhoff', 'corruption']"
1555,eskomboard disgrace wonder banks continue pump money sinking eskom ship hope quicker split least partially sold better brown plenty answer future corruption court,17:12:08 15:10:22,South Africa,"['EskomBoard', 'Corruption']"
1556,thiefinchief zuma corruption statecapture leadership 14,17:12:08 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1557,steinhoff woes mount moodys downgraded four notches markets downgrade corruption business,17:12:08 12:19:50,"Johannesburg,South Africa","['Steinhoff', 'Markets', 'Downgrade', 'Corruption', 'Business']"
1558,steinhoff see another white man get away fraud corruption da savesa leroux,17:12:08 11:55:22,South Africa,"['Steinhoff', 'White', 'fraud', 'corruption']"
1559,fighting corruption also starts offering paying form bribe especially festive season road stop corruption part solution vamus,17:12:08 11:29:17,"Pretoria, South Africa",['corruption']
1560,ready march corruption steinhoff saga upset steinhofffraud march da people also whites making silence continue sm gp,17:12:08 11:18:23,"Johannesburg, South Africa","['corruption', 'Steinhoff', 'SteinhoffFraud']"
1561,plan curb disasters statecapture corruption khwezi saga esidimeni jacob zuma guptas unemployment etc join da leader live policy qampa right influentialfridays got better saagainstcorruption,17:12:08 11:09:58,"Jozi-mjondolo, SA","['StateCapture', 'Corruption', 'Khwezi', 'Esidimeni', 'Guptas', 'Unemployment', 'DA', 'InfluentialFridays', 'SAAgainstCorruption']"
1562,zuma must worried things long last starting fall apart cronies hopefully beginning end statecapture corruption shaunabrahams,17:12:08 11:09:22,"Johannesburg, South Africa","['Zuma', 'StateCapture', 'corruption', 'ShaunAbrahams']"
1563,cyril treated unfairlywhy even 2 compete ndz time vice pres corruption,17:12:08 11:06:27,"Centurion, South Africa",['Corruption']
1564,thiefinchief zuma corruption statecapture leadership 12,17:12:08 10:35:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1565,steinhofffraud accounting irregularities definition corruption whitemedia houses shameonyou speak write whitecorruption silent,17:12:08 10:34:19,South Africa,"['SteinhoffFraud', 'corruption', 'Whitemedia', 'SA', 'Shameonyou', 'Whitecorruption']"
1566,take cwreview poll rt nxasanajudgment nxasana ndpp saagainstcorruption corruption,17:12:08 10:12:07,South Africa,"['CWReview', 'NxasanaJudgment', 'Nxasana', 'NDPP', 'SAAgainstCorruption', 'CORRUPTION']"
1567,steinhoff see another white man get away fraud corruption j steinhoffscandal steinhofffraud,17:12:08 09:59:46,South Africa,"['Steinhoff', 'fraud', 'corruption', 'Steinhoffscandal', 'SteinhoffFraud']"
1568,freefall tipping point turning point politics corruption 11,17:12:08 09:35:06,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1569,corruption,17:12:08 09:28:52,"Cape Town, South Africa","['SouthAfrica', 'corruption']"
1570,see many others lot say steinhofffraud corruption picks sides colour remained quiet,17:12:08 09:22:13,"Cape Town, South Africa","['SteinhoffFraud', 'Corruption']"
1571,active corruption going selective see,17:12:08 09:15:43,"Cape Town, South Africa",['corruption']
1572,cant celebrate without educated honest president corruption zuma,17:12:08 08:41:20,South Africa,"['CORRUPTION', 'Zuma', 'SouthAfrica']"
1573,corruption form tolerated private government,17:12:08 08:14:52,South Africa,['CORRUPTION']
1574,thiefinchief zuma corruption statecapture leadership 10,17:12:08 08:10:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1575,mainstream media compromised steinhoff corruption proven beyond shadow doubt openly try manipulate us else manipulating answer everything,17:12:08 07:58:39,South Africa,"['steinhoff', 'corruption', 'manipulating', 'everything']"
1576,similar situation south africa corruption wmc,17:12:08 07:33:25,South Africa,"['Corruption', 'WMC']"
1577,cwreview2017 corruption news story 2017 stood sars molefepension npa goldernhandshake eskominquiry tommoyane corruption cwlive vote rt,17:12:08 07:13:44,South Africa,"['CWReview2017', 'SARS', 'MolefePension', 'NPA', 'Goldernhandshake', 'EskomInquiry', 'TomMoyane', 'CORRUPTION', 'CWLive']"
1578,still say nothing involved corruption among hey shem,17:12:08 06:57:03,"Cape Town, South Africa",['corruption']
1579,corruption doesnt take sides colour needs dealt immediately harshly let fester among implicated get vocal steinhoffscandal exposed shem,17:12:08 06:55:26,"Cape Town, South Africa","['Corruption', 'ANC', 'Steinhoffscandal']"
1580,true story though zizi state clearly dragging feet blatantly ignoring corruption within spinning made us public gatvol,17:12:08 06:48:02,"Cape Town, South Africa",['Corruption']
1581,black people asked outa saying anything steinhofffraud blocked running corruption colour savesa also silent,17:12:08 06:38:13,South Africa,"['outa', 'SteinhoffFraud', 'corruption', 'SA']"
1582,naka really lol try anything stop investigation ne say nothing corruption surrounds racist much corruption race must severely dealt,17:12:08 06:35:53,"Cape Town, South Africa","['Corruption', 'Corruption']"
1583,rand politician reacts ancgvt related issues wmc corruption involved turns blind eye steinhoff savesa,17:12:08 06:21:51,South Africa,"['ANC', 'WMC', 'CORRUPTION', 'Steinhoff']"
1584,steinhoff see another white man get away fraud corruption steinhofffraud hq savesa,17:12:08 06:19:49,South Africa,"['Steinhoff', 'corruption', 'SteinhoffFraud']"
1585,steinhoff saga unfolding makes think markusjooste could end modest pad hermanus potgieter street pretoria corruption,17:12:08 06:17:24,"Pretoria, South Africa","['Steinhoff', 'MarkusJooste', 'Hermanus', 'corruption']"
1586,corruption must fall statecapture,17:12:08 06:14:24,"Pretoria, South Africa","['corruption', 'StateCapture']"
1587,lunch hard work fighting corruption statecapture toon weeks shaunabrahams npa,17:12:08 06:13:22,South Africa,"['corruption', 'StateCapture', 'shaunabrahams', 'NPA']"
1588,da pf cdp jacobzumaanc jackieselebi loadsheddinganc etollsanc nkandl aanc marikanaanc corruptionanc hlaudi junkstausanc statecaptureanc,17:12:08 06:06:32,South Africa,"['JacobZuma', 'JackieSelebi', 'Loadshedding', 'eTolls', 'Nkandl', 'Marikana', 'Corruption', 'Hlaudi', 'JunkStaus', 'StateCapture']"
1589,steinhoff surely main shareholders banks recoup shareoptions bonuses management likely based fictitious earnings corruption,17:12:08 06:04:37,South Africa,"['Steinhoff', 'corruption']"
1590,black people companies involved called corruption white people companies involved called collusion accounting irregularities steinhofffraud steinhoff savesa,17:12:08 05:56:58,South Africa,"['black', 'corruption', 'white', 'collusion', 'accounting', 'SteinhoffFraud', 'Steinhoff']"
1591,thiefinchief zuma corruption statecapture leadership 7,17:12:08 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1592,99 important fact corruption condemned alas capturednpa capturedsaps stand back set bad example nothing letting perpetrators get away detriment citizens,17:12:08 05:04:51,Cape Town,"['Corruption', 'CapturedNPA', 'CapturedSAPS']"
1593,jimmy going start punting corruption must dealt wmc concerns see jimmy,17:12:08 04:55:53,"Cape Town, South Africa","['Corruption', 'WMC']"
1594,corruption colour jimmy must dealt harshly exposed punt called wmc corrupt punting racist corruption colour must dealt,17:12:08 04:51:59,"Cape Town, South Africa","['Corruption', 'WMC', 'Corrupt', 'Corruption']"
1595,done nothing corruption within ranks yet want wmc corruption dealt corruption colour baba must dealt heavy jail time imposed,17:12:08 04:48:33,"Cape Town, South Africa","['Corruption', 'WMC', 'Corruption', 'Corruption']"
1596,issue called wmc branded corrupt exposed must dealt would racist generalize corruption colour,17:12:08 04:45:25,"Cape Town, South Africa","['WMC', 'Corrupt', 'CORRUPTION']"
1597,freefall tipping point turning point politics corruption 6,17:12:08 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1598,freefall tipping point turning point politics corruption 4,17:12:08 02:35:03,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1599,thiefinchief zuma corruption statecapture leadership 2,17:12:08 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1600,freefall tipping point turning point politics corruption 1,17:12:07 23:35:06,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1601,thiefinchief zuma corruption statecapture leadership 0,17:12:07 22:55:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1602,pressure going jail corruption,17:12:07 22:38:15,Cape Town,['corruption']
1603,irony saps hawks npa paralysed inaction zupta corruption exposes leap action help ssa silence punish investigative journalist jaquespauw,17:12:07 20:57:57,"Cape Town, South Africa","['SAPS', 'Hawks', 'NPA', 'Zupta', 'corruption', 'SSA', 'journalist', 'JaquesPauw']"
1604,thiefinchief zuma corruption statecapture leadership 22,17:12:07 20:40:09,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1605,thiefinchief zuma corruption statecapture leadership 20,17:12:07 18:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1606,corruption,17:12:07 18:28:06,pretoria,['CORRUPTION']
1607,corruption steinhoff largest corporate failure group wierzycka offbalance sheet companies set hide losses executives collaborated w defraud investors debt taken massive pace,17:12:07 18:15:10,"Johannesburg, South Africa",['corruption']
1608,thiefinchief zuma corruption statecapture leadership 19,17:12:07 17:05:16,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1609,much looting corruption ayivalwe maarn le country yazi,17:12:07 15:41:21,"Richard's Bay, South Africa","['looting', 'corruption']"
1610,thiefinchief zuma corruption statecapture leadership 17,17:12:07 15:35:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1611,corruption doesnt know colour anything big complex risk venomous parasites corruption steinhofffraud,17:12:07 15:05:20,Johannesburg,"['Corruption', 'SteinhoffFraud']"
1612,steinhoff corruption kings suits,17:12:07 14:59:34,"Botshabelo, South Africa","['Steinhoff', 'corruption']"
1613,corruption seems sin education,17:12:07 14:18:33,South Africa ,['Corruption']
1614,steinhofffraud enron arthurandersen fidentia many corporate fraud scandals proof values matter business corruption accross sectors human beings involved wherever profit motive society must always vigilant,17:12:07 13:59:30,South Africa,"['SteinhoffFraud', 'Enron', 'ArthurAndersen', 'Fidentia', 'Corruption']"
1615,steinhoff commit act else corruption steinhofffraud,17:12:07 13:55:48,South Africa,"['Steinhoff', 'corruption', 'SteinhoffFraud']"
1616,done ago must someone else loosing track corruption,17:12:07 13:06:17,"Cape Town, South Africa",['CORRUPTION']
1617,news via many south africans know state capture means understand statecapture guptas corruption,17:12:07 13:00:41,South Africa,"['StateCapture', 'Guptas', 'Corruption']"
1618,news via many south africans know state capture means understand statecapture guptas corruption,17:12:07 13:00:40,South Africa,"['StateCapture', 'Guptas', 'Corruption']"
1619,thank calling iscorruption corporatecorruption,17:12:07 12:58:34,"Midrand,Johannesburg","['Corruption', 'CorporateCorruption']"
1620,beloved full fraud corruption,17:12:07 12:52:04,South Africa,"['SouthAfrica', 'Fraud', 'Corruption']"
1621,light touch white corruption nkandla 2 years non stop reporting engrain view black president corrupt even though r 10 paid back steinhoff meek response racist wmc media shameful,17:12:07 12:51:35,South Africa,"['White', 'Corruption', 'Nkandla', 'Steinhoff', 'Racist', 'WMC', 'Media']"
1622,scandals indeed corporate overeach unfortunately charecterised last night steinhofffraud corruption scandal,17:12:07 12:48:13,Johannesburg,"['SteinhoffFraud', 'Corruption', 'Scandal']"
1623,white person called scandal irregularities black person call corruption,17:12:07 12:40:27,"Pretoria, RSA","['scandal', 'irregularities', 'corruption']"
1624,agree happens corruption caused criminals powerful captured 1 media via ownership 2 economy politicians stolen wealth huge engulfs everything 3 network deep wide widespread wmc,17:12:07 12:36:05,South Africa,"['Corruption', 'Captured', 'WMC']"
1625,thiefinchief zuma corruption statecapture leadership 14,17:12:07 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1626,mainstream media polite corruption done white people dis done african words would used corrupt economy 10 billion pic arrest connect dots zuma also rand would reacted steinhoff steinhofffraud,17:12:07 12:08:36,South Africa,"['media', 'Corruption', 'African', 'Corrupt', 'Economy', 'Billion', 'PIC', 'Zuma', 'Rand', 'Steinhoff', 'SteinhoffFraud']"
1627,brilliant observation private sector public sector corruption,17:12:07 11:57:38,South Africa,['corruption']
1628,gonna lose womanizer murderer cyrilramaphosa novoteramaphosa best tag never fit presidency play playboy trick stop hiding white friends corruption savesa,17:12:07 11:51:36,"Johannesburg, South Africa","['Womanizer', 'Murderer', 'CyrilRamaphosa', 'NoVoteRamaphosa', 'presidency', 'playboy', 'White', 'corruption']"
1629,dont need nuclear need deal go corruption,17:12:07 11:02:36,"Cape Town, South Africa",['CORRUPTION']
1630,public need stand brave man exposing corruption taking place kudos team pauw,17:12:07 10:57:48,"Cape Town, South Africa","['CORRUPTION', 'pauw']"
1631,da pf cdp jacobzumaanc loadsheddinganc etollsanc nkandl aanc marikanaanc corruptionanc junkstausanc statecaptureanc,17:12:07 10:55:14,South Africa,"['JacobZuma', 'Loadshedding', 'eTolls', 'Nkandl', 'Marikana', 'Corruption', 'JunkStaus', 'StateCapture']"
1632,thiefinchief zuma corruption statecapture leadership 12,17:12:07 10:35:06,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1633,freefall tipping point turning point politics corruption 11,17:12:07 09:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1634,god exposing corruption moving mightily repent call unto lord steinhoff corruption fraud,17:12:07 08:48:56,"Somerset West, South Africa","['Steinhoff', 'Corruption', 'Fraud']"
1635,thiefinchief zuma corruption statecapture leadership 10,17:12:07 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1636,great army halal corruption want respect,17:12:07 07:34:22,"London, South Africa","['halal', 'CORRUPTION']"
1637,brilliant unpacking steinhoff corruption,17:12:07 07:34:14,"Pretoria, South Africa","['Steinhoff', 'corruption']"
1638,funny far people go defend corruption get jz ndz become victim antizuma campaign cr keeps referring guptas ndz jz cyril evil ndz never talked cr corruption campaign coz pure heart,17:12:07 07:23:57,South Africa,"['corruption', 'JZ', 'NDZ', 'AntiZuma', 'CR', 'Guptas', 'Evil', 'CR', 'campaign']"
1639,corruption,17:12:07 07:07:23,"Durban, South Africa",['Corruption']
1640,cwreview2017 corruption news story 2017 stood kpmg absa bellpottinger multichoice corruption cwlive vote rt,17:12:07 06:57:36,South Africa,"['CWReview2017', 'KPMG', 'ABSA', 'BellPottinger', 'MultiChoice', 'CORRUPTION', 'CWLive']"
1641,accounting irregularities really dictionary says otherwise corruption fraud steinhoff,17:12:07 06:45:20,Johannesburg,"['Corruption', 'Fraud', 'Steinhoff']"
1642,economics 101 steinhoff gets punished wiese loses deserve lose employees corrupt doesnt affect poor eskom corruption poor people lose stolen billions could used freeeducationfreehealthcare dont care poor blf,17:12:07 06:34:45,"Pretoria, South Africa","['Steinhoff', 'Eskom', 'corruption', 'BLF']"
1643,revelation steinhofffraud naspers investigation multichoice sabc shinanigans proof dat corruption neither black white fallacy dat corruption done blacks must condemned notocorruption,17:12:07 06:10:47,"Vanderbijlpark, South Africa","['SteinhoffFraud', 'Naspers', 'MultiChoice', 'SABC', 'Corruption', 'black', 'white', 'Notocorruption']"
1644,thiefinchief zuma corruption statecapture leadership 7,17:12:07 05:35:03,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1645,peter hain calling uk ensure commercial relationships zumas gutpas authorities probe south african stateowned enterprises bank accounts london soe zuma gupta corruption,17:12:07 05:20:07,"Johannesburg, South Africa","['SOE', 'Zuma', 'Gupta', 'Corruption']"
1646,freefall tipping point turning point politics corruption 6,17:12:07 04:10:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1647,freefall tipping point turning point politics corruption 4,17:12:07 02:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1648,thiefinchief zuma corruption statecapture leadership 2,17:12:07 00:55:05,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1649,private sector fraud corruption bigger govt corruption steinhoff wmc corruption,17:12:07 00:22:31,"Durban, South Africa","['Steinhoff', 'wmc', 'CORRUPTION']"
1650,mom primary school teacher colleague literally beg principal order fail learners failed bcoz education district ordered child fail please see dealt youre president corruption,17:12:07 00:14:58,"Pietermaritzburg, South Africa",['Corruption']
1651,freefall tipping point turning point politics corruption 1,17:12:06 23:35:05,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1652,thiefinchief zuma corruption statecapture leadership 0,17:12:06 22:55:08,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1653,thiefinchief zuma corruption statecapture leadership 22,17:12:06 20:40:10,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1654,steinhoff naspers shoot business claim ethical feet corruption everywhere government civil service business public pay bribes zuma led us lead us canyon corruption another zuma,17:12:06 19:33:25,South Africa,"['Steinhoff', 'Naspers', 'Corruption']"
1655,prasa pays r118m security nonexistent company metrofail corruption,17:12:06 19:14:13,"South Africa, Cape Town","['metrofail', 'corruption']"
1656,prasa paid r118m security company appears exist talk metrofail news corruption,17:12:06 19:11:24,Cape Town,"['Metrofail', 'corruption']"
1657,thiefinchief zuma corruption statecapture leadership 20,17:12:06 18:40:11,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1658,police go news24 journalist jacques pauw speaking corruption statecapture put police tail sounds like free fair democracy,17:12:06 17:52:49,"Cape Town, South Africa","['corruption', 'StateCapture']"
1659,thiefinchief zuma corruption statecapture leadership 19,17:12:06 17:05:15,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1660,exactly populace treat corruption corporations likes steinhoff national crisis beclass action suits candy wraps,17:12:06 16:32:29,"Johannesburg, South Africa","['Corruption', 'Steinhoff']"
1661,citizen bribery survey 2017 briberyinsa briberysurvey corruption press,17:12:06 15:34:19,South Africa,"['bribery_in_SA', 'bribery_survey', 'corruption']"
1662,false handsoffpublicprotector exposing forms corruption black white publicprotector get medal bravery taking giants like absa ciex report,17:12:06 14:58:44,South Africa,"['HandsOffPublicProtector', 'Corruption', 'Black', 'White', 'PublicProtector', 'Absa', 'Ciex']"
1663,whether anyone believes presence reality whitemonopolycapitalism kind revelation clearly leaves little room doubtgreed capitalism statecapture corruption fraud treason,17:12:06 13:34:12,South Africa,"['WhiteMonopolyCapitalism', 'Greed', 'Capitalism', 'StateCapture', 'Corruption', 'Fraud', 'Treason']"
1664,liar liar fire media cant see comedy network gupta employee bellpotinger bot words mean nothing brain already captured andileisachop statecapture thepresidentskeepers corruption,17:12:06 13:15:03,South Africa,"['Gupta', 'BellPotinger', 'Andileisachop', 'StateCapture', 'ThePresidentsKeepers', 'CORRUPTION']"
1665,thiefinchief zuma corruption statecapture leadership 14,17:12:06 12:25:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1666,reality elections ndz victory corruption spreads rt ready ret dlaminizuma 1st female president savesa sm gp,17:12:06 12:13:40,"Johannesburg, South Africa","['ANC', 'NDZ', 'Corruption', 'RET', 'DlaminiZuma']"
1667,today steinhoff markusjooste christowiese multichoice imtiazpatel bobvandijk koosbekker corruption fraud theft,17:12:06 11:56:37,"Pretoria, South Africa","['Steinhoff', 'MarkusJooste', 'ChristoWiese', 'Multichoice', 'ImtiazPatel', 'BobvanDijk', 'KoosBekker', 'corruption', 'fraud', 'theft']"
1668,order detect remedy infectious potentially fatal disease statecapture requires judicial state pap smear corruption zupta gupta zuma molefe eskominquiry,17:12:06 11:16:48,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry']"
1669,thiefinchief zuma corruption statecapture leadership 12,17:12:06 10:35:04,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1670,jacob zuma years fall grace south africa parliament financial times south africa love south africa love south africa jacobzuma corruption poverty unemployment charges sanctions internationalsanctions,17:12:06 10:30:38,South Africa,"['southafrica', 'jacobzuma', 'corruption', 'ANC', 'poverty', 'unemployment', 'charges', 'sanctions', 'internationalsanctions']"
1671,order detect remedy infectious potentially fatal disease statecapture requires judicial pap smear corruption zupta gupta zuma molefe eskominquiry treason,17:12:06 09:55:23,South Africa,"['StateCapture', 'Corruption', 'Zupta', 'Gupta', 'Zuma', 'Molefe', 'EskomInquiry', 'Treason']"
1672,steinhoff ceo markusjooste quits accounting fraud found company clear example whitecorruption whitemedia wont speak word white involved corruption whiteentreprenuers fraud wmc sm,17:12:06 09:51:37,South Africa,"['Steinhoff', 'markusjooste', 'whitecorruption', 'whitemedia', 'white', 'corruption', 'whiteentreprenuers', 'WMC']"
1673,freefall tipping point turning point politics corruption 11,17:12:06 09:35:04,"Cape Town, South Africa","['ANC', 'politics', 'SouthAfrica', 'corruption']"
1674,good theft due colonialism apartheid 25 years looters beneficiaries return stolen wealth plus 200 penalities return lenient sentence zero tolerance corruption theft since 1652 prescription,17:12:06 08:54:33,South Africa,"['Corruption', 'Theft']"
1675,nationsvoice findings research corruption statecapture,17:12:06 08:51:56,"Johannesburg, South Africa","['NationsVoice', 'Corruption', 'StateCapture']"
1676,principal agent network pan dossier part 2 bugging auditors dumb dumber daily maverick zuma corruption theft graft,17:12:06 08:47:19,"Cape Town, South Africa","['ZUma', 'ANC', 'Corruption', 'Theft', 'Graft']"
1677,principal agent network pan dossier zuma mahlobo knew arthur fraser rogue intelligence programme daily maverick corruption theft graft,17:12:06 08:47:02,"Cape Town, South Africa","['Zuma', 'ANC', 'Corruption', 'Theft', 'Graft']"
1678,18 countries 14 world top 40 miningdependent economies 140 corruption risks read m4sd report,17:12:06 08:32:32,South Africa,"['corruption', 'M4SD']"
1679,thiefinchief zuma corruption statecapture leadership 10,17:12:06 08:10:07,"Cape Town, South Africa","['SouthAfrica', 'Zuma', 'corruption', 'StateCapture', 'leadership']"
1680,nationsvoice releasing research findings opinion south africans statecapture corruption,17:12:06 08:08:49,"Johannesburg, South Africa","['NationsVoice', 'StateCapture', 'Corruption']"
